ID	tweet	labels		
1221481115380338690t	@Nature_and_Race I agree that parental consent should be a part of any pediatric medical care, but I'm not sure I get how that was related to my point? I meant some people's immune systems mount better responses than others, so not everyone who is vaccina	ineffective		
1385046351411654658t	@JNJNews Why would you not even address the blood clot situation on your vaccine? And how in the world did you not know about the horrific conditions at the vaccine manufacturing plant? What is going on w Johnson and Johnson?	side-effect		
1450280918325739520t	@LadyJ_o__0 @viewspotnz A condition of the Pfizer sale, as reported by Clive Palmer an Australian MP, was that before the sale of their vaccine was completed, Pfizer receives full indemnity if anyone is killed or maimed as a result. The govt of the purcha	political		
1316035946836561920t	This is totally uncalled for to kill off that many shark's. 500,000 sharks could be killed for a COVID-19 vaccine https://t.co/yKQcgINuo6	ingredients		
1374833006037377024t	@benrileysmith Clearly not following the science or data then. Even last year, without any vaccinated, there was no study or data to suggest pubs, restaurants or gyms were areas of viral spread. This is just about control and a coercive way to get all und	unnecessary		
1330199833379004422t	AstraZeneca’s COVID vaccine (still in the trial phase) has ingredients we know are correlated with brain injury. but take it anyway or you can't ever socialize in public places again. @cspanwj	side-effect		
1312839636100636672t	@Polly61E @CaroleAndersen6 @NONONOEU @simondolan I don’t think it was a deliberate ploy, just a slack lab that made a stupid mistake. Don’t forget that it has frightened the Chinese enough to compel huge numbers to have a not fully tested vaccine. Rus	rushed		
1304509037782933505t	@JDMasekela @Arkancideisreal #AstraZeneca paused #OxfordRecovery vaccine trial. Their PR tried to underplay it by not issuing details of the problem. Then @nytimes found out the trial volunteer had transverse myelitis after investors at #JPMorgan were sel	side-effect		
1368600383237591041t	"@zoeharcombe ""Informed consent"" Definition. 'Permission granted in full knowledge of the possible risks, benefits and consequences'. This is not possible with an experimental, novel 'vaccine' that is still in trial phases. No long-term data. Risk>Reward. "	rushed unnecessary		
1290053676841590786t	I have had so many shots over the years with my military service, I will not do it again. I will NOT Comply Federal Government and Yale Are Holding Clinical Trials on How Best to 'Persuade' Americans to Take COVID-19 Vaccines https://t.co/oeqoJeOk64 via @gatewaypundit	none		
1374068397558923273t	So what #krispykreme is saying get a vaccination that is 95% effective for a virus that is 99.9X survival rate and they will give a free donut everyday to make you obese that is one of the largest killers in America....🤔 good one @KrispyKremeUSA @KrispyKremeUS	unnecessary ineffective		
1318645716043091968t	@SimonHamilton @JimAllister WHY is ANYBODY listening to Ian Young ? He sits on the advisory board at AstraZeneca . Conflict of interest as they want to vaccinate EVERYONE. Also look at who owns AstraZeneca , good old kill Bill Gates. Time for him to go.	mandatory		
1333083017661870084t	@adarpoonawalla COVID19 EVERYTHING WE TELL FISRT WORLD ALL PHARMACITICAL COMPANY LIKE OXFORD PRIFZER MODERENA SERIUM COVID19 VACCINE CLAIM WE ALRDY REJET (WE SAY WORLD VACCINE EFFECT HUMAN BODY LIKE BRAIN DAMAGE THAT HAPPEN STOP&BAN HUMAN TRAIL) WITHOUT U	side-effect		
1336909124408381440t	@WSJ 👉🏿Very concerned. Can we trust #Pfizer’s #COVID19Vaccine ? Have they done enough research? RT 2 of 1st pple vaccinated in the UK with #Pfizer #Covid19 shot had adverse reactions, prompting regulator to warn those with a history of significant	side-effect		
1378292521105649671t	7 dead! Out of 30 people who suffered blood clots after receiving the Oxford-AstraZeneca vaccine, seven have died: UK Medical Regulator. #COVID19 #vaccine https://t.co/2F0IHSCXJL	side-effect		
1334586406476410880t	So reading the Pfizer vaccine insert it’s says there has been no studies to see fertility side effects or side effects and interactions with other drugs. If these studies haven’t been done then you can’t guarantee the safety? Is this why the manufacturers have no liability?	side-effect rushed		
1408556059539738628t	.....but Covid does not put them at risk. and then we have to wait for 5-7 years for the examination, ”doctors trying to save the boy told https://t.co/QZUEwE6jTZ, who according to press reports believe that Pfizer vaccination and the boy's heart attack are closely related....	side-effect		
1420846327756361730t	TL: DR The @Pfizer #Covid vaccine doesn't reduce overall mortality - BASED ON THE CLINICAL TRIAL THAT PROVIDED THE DATA NECESSARY TO AUTHORIZE THEM. Remind me why we're trying to mandate them? https://t.co/zNgnzRP610	ineffective mandatory		
1428792927153582080t	Just as Moderna was counting it’s profits…people still won’t care. They are convinced vaccine injuries don’t exist..https://t.co/vyAnlHFVJq	pharma		
1219370945111937025t	Biggest Medical Scandal In History Breaking! UN Comes Clean, Admits Vaccine Death / Damage Coverup https://t.co/NyUPEXOeTm	side-effect		
1351445960589656065t	While Covishiield is a proven vaccine of moderate efficacy whole efficacy and safety data are in the public domain, while Covaxin is an experimental vaccine with no Efficacy data (Immunogenicity is not same as Efficacy) with no safety infrastructure available which is crucial 2/n	ineffective rushed		
1376903266802544643t	Let me get this Straight? Vaccine Passports while We allow Illegal Aliens to Cross the Border Unvaccinated? @JoeBiden @SpeakerPelosi U are All a Joke. Like it or Not? Americans? Are REBELS	mandatory		
1302884277709926400t	@Holbornlolz I'm thinking it may have mutated to be less deadly, or people were dying from the flu before we could test and got counted as Covid-19 deaths.  Keep in mind, 2017-2018 in the UK we saw 50 000 excess flu deaths from a dodgy vaccine.  It's enti	side-effect		
1337880361250869250t	Big Pharma spent close to 7 Billion euros on lobbying in France...which as we know is utterly corrupted in terms of Covid response: blocked hydroxychloroquine - like all other Western countries - and embraced remdesivir and vaccines. 🤔	pharma		
1350756115143929860t	@Biontech:failed on #Zika #Mers & #Cancer in 20 years& now -80 C° (certified drugsafetyofficers,too: stopped it) not 4 vulnerable elderly cc @EricTopol & @JakeTapper. #Norway #warns of fatal side effects of Covid-19 vaccine after elderly deaths - The Loc	side-effect		
1289281754642239490t	@42believer @timothywjohnson I have a friend who gave a single MMR to her son who immediately displayed symptoms of autism afterwards. He was diagnosed soon after. Biggest mistake of her life. They used chelation therapy and he’s totally better. Chelati	side-effect		
1316364747974029324t	who the FUCK made Johnson and Johnson responsible for the Covid vaccine ???? Did we forget that the baby powders they make gave people cancer ????	pharma		
1441489124637167624t	Informed consent impossible with the mysterious ingredient in a Pfizer vaccine vial https://t.co/9yQ174zxZ3	ingredients		
1293966529705517063t	@XxjupiterxxA @stewonthis1 You mean like the flu shot,? They never get it right. And you need it yearly. Worthless. BTW I am not anti vaccine. Just anti flu shot . my opinion on covid shot will depend on years of testing first.	rushed		
1337503128451751939t	@Redgrift0 @WirralCouncil No we get on with our normal lives (I have) apart from the amount of money I should of earned have you even looked into Pfizer who have been sued for millions the people wanting this fucking vaccine are walking mankind into its d	pharma		
1376965569568718849t	@votevets It’s ok, Europe is already talking about requiring Vaccination proof before US citizens can travel over there. It’s cool put up a fight here, it’s people right....but don’t expect the world to care if we can’t travel lol	mandatory		
1254694435318833152t	@KamalaHarris @Tanis42 You need to ensure adequate antibody testing to know who doesn't need the vaccine, and ensure each individual's right to refuse without discrimination. #MyBodyMyChoice	mandatory unnecessary		
1253100218322731015t	@greggutfeld Not THIS human! Just since the corona virus hit American shores it has manifested itself into at least 30 different strains. That's one of the ways smartbugs survive. There's no way to know exactly which strain this vaccine will cover. NOPE! 	ineffective		
1327388374836129793t	@JuddPDeere45 @PressSec @realDonaldTrump @WhiteHouse Pfizer is not part of that. Operation Warp Speed was to Rush unsafe Vaccines out by Election Day by bypassing Trials &safety Protocal. THAT NEVER HAPPENED. It's Over. TRUMP did Not create Vaccines or ha	rushed		
1295295635168665602t	AstraZeneca to be exempt from coronavirus vaccine liability claims in most countries | Article [AMP] | Reuters - Really? Let the politicians get vaccinated first! The rest of the world will wait & see if there are any side effects in 4 years’ time!👎 https://t.co/8Z2qEz9FQ8	side-effect pharma		
1377478507475914753t	@HousamJarrar @SmithBernardin @CHEEZBurger13r @cBeastwin Pfizer is gonna make 15 BILLION in covid vax sales. Idc how your feeling now. I don’t understand ppl like you saying I’m fine right now. What if in a year you have cancer or an autoimmune illnes	pharma side-effect		
